annotator,item_id,text,feature_six,agreed_feature_six
21,49,"1: Steigende Energiepreise (bedingt durch die geopolitische Lage und den Ukraine-Konflikt), 2: Lieferkettenprobleme (Pandemie und Krisen haben zu Engpässen geführt) - Diese Faktoren verstärken sich gegenseitig und treiben die Inflation weiter an. - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,51,"Covid-19 , Höhere Strompreise, Höhere Preise für Rohstoffe , Klimawandel , Höhere Kosten im Gesundheitssystem  - Da Löhne steigen, Rohstoffe teurer werden, wird das an den Verbraucher weitergegeben  - inflation.","{('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,51,"Covid-19 , Höhere Strompreise, Höhere Preise für Rohstoffe , Klimawandel , Höhere Kosten im Gesundheitssystem  - Da Löhne steigen, Rohstoffe teurer werden, wird das an den Verbraucher weitergegeben  - inflation.","{('Klimawandel', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,52,"Corona, Materialpreissteigerungen - Einkaufsstopin der Corona Zeit  - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,52,"Corona, Materialpreissteigerungen - Einkaufsstopin der Corona Zeit  - inflation.","{('Pandemie', (), 'Inflation'), ('Aufgestaute Nachfrage', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,53,"krieg, krisen - Daher habe ich mir darüber keine Gedanken gemacht und versuche einfach damit zu leben!!!!!!!!!, ??????, ??????, ??????, ????????????1!! - inflation.","{('Krieg', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
21,53,"krieg, krisen - Daher habe ich mir darüber keine Gedanken gemacht und versuche einfach damit zu leben!!!!!!!!!, ??????, ??????, ??????, ????????????1!! - inflation.","{('Krieg', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
20,54," - Hohe Energiekosten, steigende Mieten, Krieg - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation')}",
21,54," - Hohe Energiekosten, steigende Mieten, Krieg - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation')}",
20,57,"Hohe energiekosten, Höhere Gehälter , Höhere benzinkosten , Höhere Preise für Nahrungsmittel  - Starkes anwachsen  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,57,"Hohe energiekosten, Höhere Gehälter , Höhere benzinkosten , Höhere Preise für Nahrungsmittel  - Starkes anwachsen  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,58,"Schlechte Wirtschaftslage , Ukrainekrieg, Klimawandel  - Menschen sind verunsichert, kaufen weniger, Wirtschaft geht es schlecht, Preise steigen  - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
21,58,"Schlechte Wirtschaftslage , Ukrainekrieg, Klimawandel  - Menschen sind verunsichert, kaufen weniger, Wirtschaft geht es schlecht, Preise steigen  - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
20,59,"Grüne Misswirtschaft (künstliche Verknappung/Verteuerung), Gier seitens Anbietern - Durch die Regierung wurde ein Klima geschaffen, dass erhebliche Preisanstiege begünstigt-künstlich herbei führt. Es ist nur natürlich, dass die diversen Anbieter auf den Zug aufspringen und zusätzlich zur ohnehin anfallenden Kostensteigerung auch noch etwas drauf legen. - inflation.","{('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,59,"Grüne Misswirtschaft (künstliche Verknappung/Verteuerung), Gier seitens Anbietern - Durch die Regierung wurde ein Klima geschaffen, dass erhebliche Preisanstiege begünstigt-künstlich herbei führt. Es ist nur natürlich, dass die diversen Anbieter auf den Zug aufspringen und zusätzlich zur ohnehin anfallenden Kostensteigerung auch noch etwas drauf legen. - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,60,"Ukraine Krieg, Lebensmittel - Weiß nicht - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,60,"Ukraine Krieg, Lebensmittel - Weiß nicht - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
20,62,"Krieg in der Ukraine, Folgen des Umbaus der Wirtschaft, CO2 Steuer - in den Börsen wird mehr spekuliert, das hebt die Preise
durch die CO2 Steuer wird alles teurer
der Umbau des Energiesektors treibt die Preise nach oben - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,62,"Krieg in der Ukraine, Folgen des Umbaus der Wirtschaft, CO2 Steuer - in den Börsen wird mehr spekuliert, das hebt die Preise
durch die CO2 Steuer wird alles teurer
der Umbau des Energiesektors treibt die Preise nach oben - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Inflationserwartungen', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,63,"Ukraine-Krieg , Politische Fehlentscheidungen  - Sehr, da für die Zeit die beschlossenen Gesetze nicht unbedingt umgesetzt werden hätten müssen  - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
21,63,"Ukraine-Krieg , Politische Fehlentscheidungen  - Sehr, da für die Zeit die beschlossenen Gesetze nicht unbedingt umgesetzt werden hätten müssen  - inflation.","{('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,64,"Wirtschaft , Alles ist teurer geworden  - Alles passt zusammen, alle Kosten sind gestiegen  - inflation.","{('Inflation', (), 'Inflation')}",
21,64,"Wirtschaft , Alles ist teurer geworden  - Alles passt zusammen, alle Kosten sind gestiegen  - inflation.","{('Inflation', (), 'Inflation')}",
20,65,"wirtschaftsflaute, ukraine krieg - schlechte politik - inflation.","{('Krieg', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')}",
21,65,"wirtschaftsflaute, ukraine krieg - schlechte politik - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')}",
20,66,"Höhere Energiekosten, Höhere Löhne, Ressourcenknappheit - Höhe Gehälter führen zu steigenden Preisen. Höhere Energiekosten zu höheren Lohnforderungen. 
Geringere Ressourcen führen zu steigenden Preisen  - inflation.","{('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,66,"Höhere Energiekosten, Höhere Löhne, Ressourcenknappheit - Höhe Gehälter führen zu steigenden Preisen. Höhere Energiekosten zu höheren Lohnforderungen. 
Geringere Ressourcen führen zu steigenden Preisen  - inflation.","{('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,67,Politik - Überall helfen wollen und fürs eigene Land nichts haben - inflation.,"{('Politisches Missmanagement', (), 'Inflation')}",
21,67,Politik - Überall helfen wollen und fürs eigene Land nichts haben - inflation.,"{('Politisches Missmanagement', (), 'Inflation')}",
20,68,"Lebensmittel , Sachen sind teuer , Wohnung mieten sehr teuer  - Lohn soll hohe werden 
Niedrig Steuern soll gemacht werden  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation')}",
21,68,"Lebensmittel , Sachen sind teuer , Wohnung mieten sehr teuer  - Lohn soll hohe werden 
Niedrig Steuern soll gemacht werden  - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Wohnraum', (), 'Inflation')}",
20,69,"Krieg in der Ukraine, Lebensmittelknappheit, Naturkatastrophen - alles wird knapper, bzw. kann nicht geliefert werden - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,69,"Krieg in der Ukraine, Lebensmittelknappheit, Naturkatastrophen - alles wird knapper, bzw. kann nicht geliefert werden - inflation.","{('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,70,"Krieg der Ukraine mit Russland, Flechten wirtschaftliche Entwicklung in Deutschland - Nur in der Weise, dass viele Güter aus der Ukraine nicht mehr bezogen werden konnten - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,70,"Krieg der Ukraine mit Russland, Flechten wirtschaftliche Entwicklung in Deutschland - Nur in der Weise, dass viele Güter aus der Ukraine nicht mehr bezogen werden konnten - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation')}",
20,72,"Geringe verfügbarkeit an produkten - Hohe nachfrage und geringe verfügbarkeit, also werden die produkte immer teurer - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,72,"Geringe verfügbarkeit an produkten - Hohe nachfrage und geringe verfügbarkeit, also werden die produkte immer teurer - inflation.","{('Nachfrage (Rest)', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,73,"energiepreise, sozialausgaben - Firmen haben höhere energiepreise Herstellung teuerer - inflation.","{('Hohe Energiepreise', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,73,"energiepreise, sozialausgaben - Firmen haben höhere energiepreise Herstellung teuerer - inflation.","{('Staatsausgaben', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,74,"Politik , Korruption  - Schlechten Politiker  - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
21,74,"Politik , Korruption  - Schlechten Politiker  - inflation.","{('Politisches Missmanagement', (), 'Inflation')}",
20,75,"ukraine krieg, schwache wirtschaftsleistung : automobilbranche - Im großen un ganzen ist es eine überschneidung einigewr themen. 
Zum einen der  Ukrainekrieg, als auch die weltwirtschaft es teilweise schleppend geht. - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation')}",
21,75,"ukraine krieg, schwache wirtschaftsleistung : automobilbranche - Im großen un ganzen ist es eine überschneidung einigewr themen. 
Zum einen der  Ukrainekrieg, als auch die weltwirtschaft es teilweise schleppend geht. - inflation.","{('Ökonomische Krise', (), 'Inflation')}",
20,76,"Energie, Nahrungsmittel - Ukraine-Krieg - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,76,"Energie, Nahrungsmittel - Ukraine-Krieg - inflation.","{('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
20,77,"Staatsverschuldung , Gestiegene Unternehmerkosten , Höhere Löhne  - Höhere Löhne müssen sein, da Lebenshaltung teurer wurde, dadurch wurden Unternehmen teurer, das wieder führt zu höheren Inflation. Ein Teufelskreis  - inflation.","{('Hohe Staatsschulden', (), 'Inflation'), ('Aufgestaute Nachfrage', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,77,"Staatsverschuldung , Gestiegene Unternehmerkosten , Höhere Löhne  - Höhere Löhne müssen sein, da Lebenshaltung teurer wurde, dadurch wurden Unternehmen teurer, das wieder führt zu höheren Inflation. Ein Teufelskreis  - inflation.","{('Hohe Staatsschulden', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,80,"Weniger Produkte zur Verfügung , Steigende Lohnkosten , Kriegskosten  - Etliche Faktoren spielen eine Rolle, gestiegene Energiekosten. Kriege auf dieser Welt. Rohstoff Mangel, Arbeitskräfte Mangel und natürlich der Mitnahme Effekt. - inflation.","{('Preistreiberei', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')}",
21,80,"Weniger Produkte zur Verfügung , Steigende Lohnkosten , Kriegskosten  - Etliche Faktoren spielen eine Rolle, gestiegene Energiekosten. Kriege auf dieser Welt. Rohstoff Mangel, Arbeitskräfte Mangel und natürlich der Mitnahme Effekt. - inflation.","{('Staatsausgaben', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')}",
20,81,COVID  - Es gab mehr Nachfrage als Angebot. Unternehmen nutzen das aus.  - inflation.,"{('Pandemie', (), 'Inflation'), ('Aufgestaute Nachfrage', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')}",
21,81,COVID  - Es gab mehr Nachfrage als Angebot. Unternehmen nutzen das aus.  - inflation.,"{('Preistreiberei', (), 'Inflation')}",
20,82,"Kriege, Tariferhöhungen, Rohstoffkosten - Kriege führen zu höheren Rohstoffkosten. Dadurch werden auch höhere Tarifabschlüsse erzielt, die Ihrerseits wieder die Inflation befeuern. Weitere Punkte, die die Inflation antreibt, sind Zölle - inflation.","{('Angebot (Rest)', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
21,82,"Kriege, Tariferhöhungen, Rohstoffkosten - Kriege führen zu höheren Rohstoffkosten. Dadurch werden auch höhere Tarifabschlüsse erzielt, die Ihrerseits wieder die Inflation befeuern. Weitere Punkte, die die Inflation antreibt, sind Zölle - inflation.","{('Krieg', (), 'Inflation'), ('Zölle', (), 'Inflation')}",
20,83,"Ukraine Krieg, Gaspreise, höhere Lohnkosten - Kosten für rohstoffe steigen, arbeitnehmer wollen mehr Lohn und gehalt, diese kosten müssen auf die waren umgesetzt werden - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
21,83,"Ukraine Krieg, Gaspreise, höhere Lohnkosten - Kosten für rohstoffe steigen, arbeitnehmer wollen mehr Lohn und gehalt, diese kosten müssen auf die waren umgesetzt werden - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Inflation', (), 'Inflation')}",
20,84,"Die Ergebnisse von Unternehmen haben in dieser Zeit stagniert der sind sogar rückläufig gewesen., Die Kriege die welt weit herrschen haben auch nicht zum Wirtschaftswachstum beigetragen., Eher im Gegenteil die Finanzierung z.B. der Ukraine und die stark angestiegenen eigenen Militärausgaben haben den Bundeshaushalt extrem belastet. , Auch die unbedingt notwendigen Umstellungen und Investitionen in Klima- und Umweltschutz verschlingen Unmengen an Finanzmitteln, die dann im Staatssäckel empfindlich fehlen - Ganz im Gegenteil sie sind alle extrem kontraproduktiv und können unser Land nahezu an den Abgrund bringen. - inflation.","{('Krieg', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation'), ('Klimawandel', (), 'Inflation')}",
21,84,"Die Ergebnisse von Unternehmen haben in dieser Zeit stagniert der sind sogar rückläufig gewesen., Die Kriege die welt weit herrschen haben auch nicht zum Wirtschaftswachstum beigetragen., Eher im Gegenteil die Finanzierung z.B. der Ukraine und die stark angestiegenen eigenen Militärausgaben haben den Bundeshaushalt extrem belastet. , Auch die unbedingt notwendigen Umstellungen und Investitionen in Klima- und Umweltschutz verschlingen Unmengen an Finanzmitteln, die dann im Staatssäckel empfindlich fehlen - Ganz im Gegenteil sie sind alle extrem kontraproduktiv und können unser Land nahezu an den Abgrund bringen. - inflation.","{('Hohe Staatsschulden', (), 'Inflation')}",
20,86,"Hohe Produktionskosten , Steigende Preise  - Weiß ich nicht  - inflation.","{('Angebot (Rest)', (), 'Inflation')}",
21,86,"Hohe Produktionskosten , Steigende Preise  - Weiß ich nicht  - inflation.","{('Inflation', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,88,"Strompreise , Ukrainische Krieg , Chinesische Krise  - Die Strompreise erhöht die Gebühren von Fabriken und deshalb ist es teuer geworden. Krieg in Ukraine hat die Nachteile dass Deutschland nicht günstiger Öl aus Russia kaufen will  - inflation.","{('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')}",
21,88,"Strompreise , Ukrainische Krieg , Chinesische Krise  - Die Strompreise erhöht die Gebühren von Fabriken und deshalb ist es teuer geworden. Krieg in Ukraine hat die Nachteile dass Deutschland nicht günstiger Öl aus Russia kaufen will  - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')}",
20,89,"Weltwirtschaft, Internationale Konflike - Weltweite Krisen und Konflikte - inflation.","{('Geopolitik', (), 'Inflation')}",
21,89,"Weltwirtschaft, Internationale Konflike - Weltweite Krisen und Konflikte - inflation.","{('Ökonomische Krise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')}",
20,90,"Mehrwertsteuer , Gehälter  - Ich weiß das nicht mach mir aber Gedanken darüber  - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Löhne', (), 'Inflation')}",
21,90,"Mehrwertsteuer , Gehälter  - Ich weiß das nicht mach mir aber Gedanken darüber  - inflation.","{('Steuererhöhungen', (), 'Inflation'), ('Löhne', (), 'Inflation')}",
