inner_id,text,annotator_20,annotator_21
131,"Iwkw, Jqjw - Ks - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
132,"Krieg, Wirtschaft, Usa - Weiß nicht  - inflation.",Gründe der Inflation,Gründe der Inflation
133,Weiß nicht  - Weiß nicht  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
134,"Geld drucken, zu viel Geld im Umlauf, Bürgergeld, Finanzierung der Ausländer - Dadurch ist es möglich, unbegrenzt Geld zu drucken, obwohl anderer seits die Waren nicht da sind. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
135,"Wirtschaft, Nachfrage, Angebot, Import, Export - Wirtschaft hängt von vielen Faktoren und Kaufkraft ab. - inflation.",Gründe der Inflation,Gründe der Inflation
136,"Lieferkettenprobleme , Erhöhung der Produktionskosten - Die Politik hat zu spät reagiert, sodass die Inflation weiter gewachsen ist. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
137,"Ukraine Krieg , Fachkräftemangel - Durch den Krieg sind die Energiepreise stark gestiegen. Viele Unternehmen stehen wirtschaftlich schlecht da. Es gibt zu wenig Fachkräfte, damit die Unternehmen alle Aufträge erledigen können  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
138,"Susan, Keine  - Kein Kein  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
139,"9, 11, 14 - Like it us jr - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
140,"unsichere weltlage, höhere kosten für energie - sehr stark, da z.B. Gas anders eingekauft werden muss wie zuvor.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
141,Kreig - Ne - inflation.,Gründe der Inflation,Gründe der Inflation
142,"Treibstoffe preis, Globale Märkte wechseln  - Etwas, wie Treibstoff preise, Beinfluss alles, da Verkehrskosten höher sind. Auch preise anderen Produkten, das kann auch die Kette sein - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
143,"Die Ampel Regierung, die nichts voran gebracht hat, sondern nur mehr Armut und weniger Geld für Arbeit und Lohn , Flüchtlinge , Gelder die die Bearbock verschleudert hat , Abwanderung und Konkurs deutscher Unternehmen wegen der Regierung die komplett versagt hat  - Die Ampel Regierung  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
144,"Krieg, Corona - Weis ich nicht genaj - inflation.",Gründe der Inflation,Gründe der Inflation
145,"Corona, Zuwanderung , Ukraine - Der Staat hatte durch die Faktoren viel mehr Kosten als in den Jahren davor. Der Staat hat viele Schulden auf sich genommen, um zum Beispiel die Ukraine im Krieg gegen Russland zu unterstützen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
146,"krieg, strom, gas - umstellung auf erneuerbare Energien . krieg in der Ukraine und kein billiges gas mehr  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
147,"Umweltpolitik, Gezielter Abbau der der Industrie  - Ohne funktionierende Industrie und mit einer industriefeindlichen Politik ist zu erwarten, dass die Prognosen in den Keller gehen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
148,"Desaströse Wirtschaftspolitik der Ampelregierung, Überbordene Steuern auf Energie, viele Abgabenerhöhungen, Erfindungen der Regierung für neue  unnötige Abgaben - erhöhung der Belastung der Bürger, um Finanzen für unnötige und falsche Ausgaben zu erhalten. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
149,"Staat, Ausgaben - Die Lebenshaltungskosten steigen  - inflation.",Gründe der Inflation,Gründe der Inflation
150,"Geldverschwendung der Regierung , Ausgaben reichen nicht … steuererhöhungen  - Staat knöpft den Menschen immer mehr Geld ab. Wirtschaft stagniert …Kaufkraft sinkt - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
151,geld - keine - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
152,"Preise wurden gerieben und zwar gelenkt , Abdprache der Preise , Politikversagen bei der Energie  - Da die Energie teurer wurde musste alle alles teurer machen  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
153,"Wirtschaftsflaute durch Corona, Aufholen der Einbrüche, Energiekrise, Kriege - Corona und deren Folgen hängen direkt zusammen. Die Energiekrise auch. Der Krieg war eher unabhängig. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
154,"Die Regierung , Die Migranten , Polarisation  - Außerdem hat die Polarisation mit damit zu tun weil den Reichen ja die Inflation nichts aus macht . - inflation.",Gründe der Inflation,Gründe der Inflation
155,"Ukraine, Deindustriallisierung  - Waren Produktion wird teurer und Gewinne von Unternehmen sinken. Um dies zu ändern steigern auch diese die Preise. Zudem haben wir eine Energiekrise.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
156,"Krieg , Fehlender Alternativplan für Energie - Die Abhängigkeit von russischem Gas und die Sanktionen hatten diesen Effekt. Das führte zu Preissteigerungen. Das war nicht schön und die Politik musste die Bürger liquide halten.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
157,Gar keine - Nichts zusagen  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
158,Krieg in der Ukraine - Durch die Situation haben sich die Preise erhöht - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
159,"12, 4ü - Likf - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
160,Weiß nicht - Weiß nicht  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
161,"Ukraine Krieg, Das Ausländer Problem in Deutschland/ Zuwanderung - Durch die ganze Zuwanderung ist das gesamte Bürgergeld und Krankensystem abgestürzt.
Dazu kommen die ganzen Milliarden die überall ins Auslad geschickt werden.
Für unsere Einwohner ist nichts mehr übrig.
 - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
162,"Krieg in der Urkaine, Asylanten - Es bekommen die jenigen vom Staat Unterstützung.Der Staat unterstützt die Urkaine mit Waffen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
163,Keine Ahnung  - Keine Ahnung  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
164,"Es bringt sorgen , Zu viel Steuer schön  - Es geht alles um Geld  - inflation.",Gründe der Inflation,Gründe der Inflation
165,"Energiepreise**: Die Preise für Energieprodukte stiegen stark an, insbesondere aufgrund der geopolitischen Spannungen und der Kriegsfolgen in der Ukrain - Ein hoher Nachfrageüberhang nach der Pandemie verstärkt diese Effekte zusätzlich, da mehr Menschen bereit sind, höhere Preise zu zahlen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
166,Steigerung der Steuern - ich weiß das nicht - inflation.,Gründe der Inflation,Gründe der Inflation
167,Energie krise - Ukrainekrig und ausbleibense öl und gaslieferungen - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
168,"Ukraine Krieg, Energiekostenerhöhung - Dadurch, dass Russland als billiger Energielieferant wegfiel sind die Energiekosten extrem in die Höhe geschossen. Zudem fehlen Gelder, die zur Unterstützung der Ukraine eingesetzt werden, zur Unterstützung der Wirtschaft. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
169,"Energiekosten, Klimawandel,  Niedrigzinspolitik der EZB, Pandemie, Ukrainekrieg, höhere Rohstoffpreise, Missernten, Klimawandel - Um die Inflation abzuschwächen, sollte die Europäische Zentralbank die Niedrigzinsphase beenden. - inflation.",Gründe der Inflation,Gründe der Inflation
170,"2, 4 - Alles bestens  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
171,"covid, arbeitermängel, gas aus Russland - energie ist viel zu teuer geworden von daher sind alle preise gestiegen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
172,"arbeitslosigkeit, wirtschaft, weniger konsum - aehr intensiv - inflation.",Gründe der Inflation,Gründe der Inflation
173,Hohe Rohstoffpreise - Hohe Preise  - inflation.,Gründe der Inflation,Gründe der Inflation
174,"Krieg, Corona - Ich glaube gar nicht. Generell ist in dr Politik viel passiert. Gleichzeitig hat Deutschland schlechte Coronaausgaben gemacht - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
175,"Ukrainekrieg, Energiekriese, Wirtschaftslage - Durch den Krieg in der Ukraine wurde kein russische Gas mehr geliefert. Der Preis für Energie ist angestiegen. Firmen leiden unter gestiegenen Preisen und können nicht mehr günstig produzieren. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
176,"2, 3, 4, 5, 1 - Für mich war es wichtig, eine Antwort zu geben  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
177,"Krisen im Ausland, Inlandspolitik, Unsicherheit & Ängste - Alle haben bei den Menschen zu Unsicherheit und Angst geführt. Die Vorräte wurden knapp, da sie aus Krisengebieten geholt werden. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
178,"Steigende Lebensmittel Preise , Mietsteigerung , Steigende Dienstleistung Preise  - Ich kann die Frage nicht beantworten  - inflation.",Gründe der Inflation,Gründe der Inflation
179,"Essen, Trinken  - Keine Ahnung  - inflation.",Gründe der Inflation,Gründe der Inflation
180,"Energiekrise, Kriege, Covid19 - Keine Ahnung - inflation.",Gründe der Inflation,Gründe der Inflation
181,"Ungleichgewicht Angebot und Nachfrage - Ich habe nur einen Faktor genannt, da ich mich nicht viel mit den Gründen auseinandersetze. Ich glaube, dass die Nachfrage nach gewissen Produkten wieder gestiegen ist aber das Angebot durch zum Beispiel den Ukraine Krieg teilweise beschränkt ist. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
182,"Ukraine krieg, corona - Durch die Sanktionen an Russland. Bei corona bin ich mir nicht sicher warum da plötzlich die Preise so hoch angestiegen sind bzw. warum ? - inflation.",Gründe der Inflation,kausales Inflationsnarrativ
183,Keine Ahnung  - Schwache nachfragen  - inflation.,Gründe der Inflation,Gründe der Inflation
184,"Ukraineekrieg, Wirtschaftskrise - Ich weiss es nicht - inflation.",Gründe der Inflation,Gründe der Inflation
185,"Herstellungskosten steigen, Lieferkosten steigen - Weiß ich nicht  - inflation.",Gründe der Inflation,Gründe der Inflation
186,    - 4 - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
187,"die steigeneden kosten zwegs den krieg, zu viel importiert - es muss mehr in eigenden lsnd produziert wereden das wirds nicht - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
188,"Ukraine-Konflikt, Allgemein alles teuerer - Durch den Ukraine-Konflikt wurde vieles teurer, genau so wie allgemein wurde fast auf alles der Preis höher - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
189,"Falsche Eirtschaf, Abschaltung der günstigsten Stromlieferung , Dumme Politik , Ukraine Kriegsfinanzierung  - Alles Ausbeutung der Steuerzahler - inflation.",Gründe der Inflation,Gründe der Inflation
190,"Energiepolitik, Außenwirtschaft, zu viele Arbeitslose ohne Druck zu arbeiten - Und das eben von praktisch Allem was zu zahlen ist. - inflation.",Gründe der Inflation,Gründe der Inflation
191,telekok - gut - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
192,"krieg in der ukraine, energie , kein atomstrom  - Es ist ein Mangel da und Ungleichgewicht..aber so richtig erklären kann ich das nicht so gut. Mir reicht wenn ich die Preise sehe.. - inflation.",Gründe der Inflation,Gründe der Inflation
193,"Pandemie, Wirtschaftskrise, Krieg - Die Pandemie hat die Gesellschaft und Wirtschaft gelähmt. Die Wirtschaftskrise enstand infolge falscher Wirtschaftspolitik. Der Krieg hat die Umstände forciert. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
194,"Krieg Russland Ukraine, Energie, Wirtschaft, Klimawandel, Steuern - Durch den Krieg Russland/Ukraine haben sich unsere Lebenshaltungskosten erhöht, die Energiepreise sind auch enorm angestiegen. Etliche Steuern wurden erhöhte um alles zufinanzieren. Die CO2 Steuern kamen auch noch hinzu.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
195,"Die Agenda 2030, Nichts besitzen und trotzdem glücklich sein, Klaus Schwab, World Economic Forum, Der Anstieg der Preise ist gewollt und gehört zu Agenda 2030 - Unsere Politiker sitzen alle im World Economic Forum, und wie verfolgen alle eine Agenda, dazu gehört auch das Bargeld abzuschaffen, die Regierung möchte nicht dass die Menschen was besitzen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
196,"EnergiePreise, CO2 Steuer - Durch die hohen Energiepreise hat sich die Produktion alltäglicher Dinge erhöht und wird an die Verbraucher weitergegeben. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
197,"Ukraine Krieg, Corona, China , Russland - Durch den Krieg wurden die Energiepreise erhöht, was zu höheren Preisen führte.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
198,"Ukraine Krieg, Mindest Lohn erhöhung - ich weiß es nicht genau - inflation.",Gründe der Inflation,Gründe der Inflation
199,politik - keine ahnung - inflation.,Gründe der Inflation,Gründe der Inflation
200,Krieg  - Mit dem überteuert verkauften Gas an Deutschland und der gestiegenen Energiepreise für alle  - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
201,"die Energiekosten, die Grünen mit ihren bekloppten Ideen, Ukraine Krieg - Das kann ich nicht beantworten. Das liegt glaube ich am Weltgeschehen allgemein. Und an unsere Politiker die alles falsch machen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
202,"Rezessionen, Handel, Wertverlust - Ich habe keine Ahnung von welchen Faktoren dies ausgeht.  - inflation.",Gründe der Inflation,Gründe der Inflation
203,"Schlechte Wirtschaft , Schlechte Politik , Hohe Auflagen - Aufgrund der schlechten Politik schwächen wir die eigene Wirtschaft. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
204,"Energiewende, Corona - Es wurde kein Gas mehr aus Russland importiert. 
Atomkraftwerke abfeschalz - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
205,"Corona, Ukrainekrieg, Energiepreise - Nach Corona musste sich die Wirtschaft neu sortieren. Dazu kam der Ukrainekrieg und die Russlandsanktionen. Zum Schluss noch der Gassstop der die Energiepreise stiegen lies. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
206,"Ukraine Krieg , Corona Nachwirkungen  - Aber auch die hohen Zinsen wachen der unteren Mittelschicht und Unterschicht zu schaffen. - inflation.",Gründe der Inflation,Gründe der Inflation
207,"Krieg in der Ukraine, Wahlen - Rohstoffe aus anderen Ländern werden durch Krieg teurer.
Produktpreise steigern hiermit an. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
208,"3,7, 8,8 - X - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
209,Wertminderung von elektronischen Geräten  - Zu viele neue Produkte kommen auf den Markt wodurch dies zustande kommt  - inflation.,kausales Inflationsnarrativ,kausales Inflationsnarrativ
210,"Ukraine, Wirtschaft, Klima - kann ich nicht erklären - inflation.",Gründe der Inflation,Gründe der Inflation
211,"Gestiegene Energiekosten, Krieg, Politik - Falsche politische Entscheidungen und äußere Einflüsse ( Unsicherheit durch Krieg) treiben die Preise in die Höhe - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
212,"Zinsen , Kapital , Ertrag  - Zu viel Geld  - inflation.",Gründe der Inflation,Gründe der Inflation
213,Susan - Kein Kein und wenn man längerals  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
214,"Cjvhf, Gkfh, Gkhcfh - Cbvm - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
215,"Politik, Migration, Weltwirtschaft - zu wenig Produktion bei gleichzeitigem hohen Verbrauch - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
